# cell_vol, cell_centerx, cell_centery, x points for cell, y points for cell
6.03141e-06 0.996681 -0.000975707 1 0.993927 0.994129 1.0014 -101 -101 0 -0.000863588 -0.00229329 6.04128e-07 -101 -101
1.01147e-05 0.990599 -0.00206884 0.993927 0.987105 0.994129 0.987311 -101 -101 -0.000863588 -0.00181476 -0.00229329 -0.00329283 -101 -101
1.15888e-05 0.983409 -0.00309517 0.987105 0.979548 0.987311 0.97976 -101 -101 -0.00181476 -0.00286486 -0.00329283 -0.00439562 -101 -101
1.33661e-05 0.975425 -0.00422688 0.979548 0.971138 0.97976 0.971356 -101 -101 -0.00286486 -0.00402188 -0.00439562 -0.00561047 -101 -101
1.52807e-05 0.966589 -0.00546618 0.971138 0.961878 0.971356 0.962102 -101 -101 -0.00402188 -0.00528228 -0.00561047 -0.00693342 -101 -101
8.51844e-06 0.959474 -0.00645574 0.961878 0.956863 0.962102 0.957089 -101 -101 -0.00528228 -0.00595893 -0.00693342 -0.00764353 -101 -101
9.14123e-06 0.95433 -0.00716485 0.956863 0.951587 0.957089 0.951817 -101 -101 -0.00595893 -0.00666624 -0.00764353 -0.00838564 -101 -101
9.75932e-06 0.948934 -0.00790384 0.951587 0.946069 0.951817 0.946302 -101 -101 -0.00666624 -0.00740135 -0.00838564 -0.00915679 -101 -101
1.04422e-05 0.943284 -0.00867242 0.946069 0.940285 0.946302 0.940521 -101 -101 -0.00740135 -0.00816656 -0.00915679 -0.00995935 -101 -101
1.11938e-05 0.937358 -0.00947292 0.940285 0.934214 0.940521 0.934453 -101 -101 -0.00816656 -0.00896414 -0.00995935 -0.0107957 -101 -101
1.20177e-05 0.931132 -0.0103075 0.934214 0.927833 0.934453 0.928076 -101 -101 -0.00896414 -0.00979614 -0.0107957 -0.0116679 -101 -101
1.28746e-05 0.924598 -0.0111768 0.927833 0.921143 0.928076 0.92139 -101 -101 -0.00979614 -0.0106617 -0.0116679 -0.012575 -101 -101
1.37301e-05 0.917764 -0.0120787 0.921143 0.914163 0.92139 0.914413 -101 -101 -0.0106617 -0.0115575 -0.012575 -0.0135137 -101 -101
1.46626e-05 0.910629 -0.0130125 0.914163 0.90687 0.914413 0.907124 -101 -101 -0.0115575 -0.0124855 -0.0135137 -0.0144859 -101 -101
1.5679e-05 0.903169 -0.0139798 0.90687 0.899241 0.907124 0.899498 -101 -101 -0.0124855 -0.0134478 -0.0144859 -0.0154926 -101 -101
1.67377e-05 0.895364 -0.0149798 0.899241 0.891252 0.899498 0.891511 -101 -101 -0.0134478 -0.0144463 -0.0154926 -0.0165266 -101 -101
1.77206e-05 0.887212 -0.0160119 0.891252 0.882937 0.891511 0.883197 -101 -101 -0.0144463 -0.0154758 -0.0165266 -0.0175927 -101 -101
1.87588e-05 0.878729 -0.0170755 0.882937 0.874285 0.883197 0.874548 -101 -101 -0.0154758 -0.0165362 -0.0175927 -0.0186909 -101 -101
1.99029e-05 0.869893 -0.0181721 0.874285 0.865265 0.874548 0.86553 -101 -101 -0.0165362 -0.0176304 -0.0186909 -0.0198242 -101 -101
2.11224e-05 0.860682 -0.0193034 0.865265 0.855861 0.86553 0.856128 -101 -101 -0.0176304 -0.0187589 -0.0198242 -0.020993 -101 -101
2.22811e-05 0.851109 -0.0204663 0.855861 0.846118 0.856128 0.846387 -101 -101 -0.0187589 -0.0199151 -0.020993 -0.0221906 -101 -101
2.3549e-05 0.841181 -0.0216585 0.846118 0.836006 0.846387 0.836276 -101 -101 -0.0199151 -0.0211013 -0.0221906 -0.0234194 -101 -101
2.49352e-05 0.830869 -0.0228824 0.836006 0.825493 0.836276 0.825765 -101 -101 -0.0211013 -0.0223196 -0.0234194 -0.0246815 -101 -101
2.62383e-05 0.820182 -0.0241351 0.825493 0.814632 0.825765 0.814906 -101 -101 -0.0223196 -0.0235623 -0.0246815 -0.025969 -101 -101
2.76491e-05 0.809134 -0.0254136 0.814632 0.803397 0.814906 0.803672 -101 -101 -0.0235623 -0.024831 -0.025969 -0.0272836 -101 -101
2.90837e-05 0.797706 -0.0267152 0.803397 0.791767 0.803672 0.792042 -101 -101 -0.024831 -0.0261265 -0.0272836 -0.0286132 -101 -101
3.03076e-05 0.785908 -0.0280358 0.791767 0.779797 0.792042 0.780071 -101 -101 -0.0261265 -0.0274409 -0.0286132 -0.029957 -101 -101
3.16466e-05 0.773743 -0.0293762 0.779797 0.76744 0.780071 0.767714 -101 -101 -0.0274409 -0.0287775 -0.029957 -0.0313237 -101 -101
3.29146e-05 0.761212 -0.0307361 0.76744 0.754737 0.767714 0.755009 -101 -101 -0.0287775 -0.0301304 -0.0313237 -0.0327073 -101 -101
3.4209e-05 0.748335 -0.0321116 0.754737 0.741687 0.755009 0.741958 -101 -101 -0.0301304 -0.0314974 -0.0327073 -0.0341056 -101 -101
3.55567e-05 0.735106 -0.0335012 0.741687 0.728282 0.741958 0.728551 -101 -101 -0.0314974 -0.0328778 -0.0341056 -0.0355179 -101 -101
